rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Athena | Athena (Hellenistic Religion & Lore)', 'hades is mentioned lmao']","['nervous persephone is nervous', ""she's texting hades for the first time"", 'and athena is acting like some makeshift love expert', 'also athena and seph are bffs']",English,2017-03-23,Completed,2017-03-23,1361,6.0,82.0,1.0,1640,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', 'drinking n smoking', 'partying n whatever', 'minthe mention u KNOW what that means']",English,2017-03-12,Completed,2017-03-12,1098,5.0,72.0,2.0,1873,,0.06896551724137931,,-0.41379310344827586,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],"['Athena/Poseidon', 'Hades/Persephone']","['Athena', 'Poseidon', 'Hades', 'Persephone', 'Zeus']","['Enemies to Friends to Lovers', 'Fluff', ""basically incest because he's her uncle but this is mythology"", 'some parts are accurate to mythology', 'not the part where they get together tho', 'matchmaker persephone and hades']",English,2017-03-07,Completed,2017-03-07,1774,3.0,97.0,10.0,3533,1.0,0.0,-1.0,0.16666666666666666,-0.5,0.6666666666666666
Explicit,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['mastubation', 'marital sex can be fun']",English,2017-03-04,Completed,2017-03-04,676,6.0,148.0,16.0,6365,,,,,,
Teen And Up Audiences,['Gen'],"['Hadestown - Mitchell', 'Greek and Roman Mythology']",['Hades/Persephone (Hadestown)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Dionusos | Dionysus (Hellenistic Religion & Lore)']","['Alcohol', 'Yuletide Treat', 'Pre-Canon']",English,2016-12-24,Completed,2016-12-24,1498,16.0,304.0,47.0,2838,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', 'Star Gazing', ""it's short and sweet"", 'prompt']",English,2016-12-21,Completed,2016-12-21,628,1.0,95.0,5.0,1844,,0.4444444444444444,,0.3888888888888889,,
Teen And Up Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Tumblr Prompt', 'short fic meme', 'Alternate Universe - Modern Setting']",English,2016-12-10,Completed,2016-12-10,487,14.0,98.0,14.0,1052,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Greek Tragedy', 'Hadestown - Mitchell', 'very loosely though']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Eurydice/Orpheus']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Eurydice', 'The Fates', 'Orpheus | Orpheus (Hellenistic Religion & Lore)']","['some weird poetry thing i guess', 'Did this for English class']",English,2016-12-06,Completed,2016-12-06,899,4.0,68.0,8.0,652,0.4444444444444444,0.25,-0.19444444444444442,0.5,0.5555555555555556,-0.05555555555555558
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', 'cute lake scene', ""young love at it's finest""]",English,2016-11-19,Completed,2016-11-19,761,6.0,89.0,2.0,1543,,,,,,
Teen And Up Audiences,['F/M'],"['Greek and Roman Mythology', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']",['Hades/Persephone'],"['Hades', 'Persephone']",[''],English,2016-10-26,Completed,2016-10-26,433,,12.0,,520,,,,,,
General Audiences,[''],['Greek and Roman Mythology'],"['Hades/Persephone', 'Demeter & Persephone']","['Persephone', 'Hades', 'Zeus']","['reinterpretation of myth', 'how it really happened']",English,2016-10-02,Completed,2016-10-02,727,1.0,87.0,7.0,1210,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']",[''],English,2016-09-22,Completed,2016-09-22,382,,77.0,4.0,1670,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Thanatos | Thanatos (Hellenistic Religion & Lore)']",[''],English,2016-09-01,Completed,2016-09-01,1305,10.0,147.0,12.0,2483,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']","['a slice of life fic', 'my personal favourite', 'just the average day-to-day crap', 'also!!!', 'hercules and cerberus make an appearance!']",English,2016-08-06,Completed,2016-08-06,1784,3.0,211.0,30.0,3056,0.3333333333333333,,,,0.2222222222222222,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone', 'Zeus', 'Demeter']","['Fluff', 'Evil', 'Good', 'Love']",English,2016-05-04,Completed,2016-08-05,293,,115.0,8.0,2373,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Demeter | Demeter (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', 'meeting the mom!', ""everything is tense and awful but it's fine!"", ""there's a small light at the end of the tunnel!"", 'Some Swearing', 'Some fighting', 'dialogue heavy but i mean', 'whatcha gonna do']",English,2016-08-02,Completed,2016-08-02,1698,2.0,106.0,2.0,1862,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', ""mostly thoughts inside of persephone's head"", 'Sexual Themes', 'Smoking', 'a little darker than the first two stories in this series but', 'hades is reading poetry and persephone is still in love with him']",English,2016-07-20,Completed,2016-07-20,919,2.0,102.0,3.0,1700,,,,,,
General Audiences,"['F/M', 'M/M']",['Greek and Roman Mythology'],"['Hades/Persephone', 'Apollo/Hermes', 'Ares/Aphrodite', 'Apollo/Hera', 'Hera/Zeus', 'Circe/Poseidon']","['Hades', 'Persephone', 'Hera', 'Poseidon', 'Zeus', 'Apollo', 'Hermes', 'Aphrodite', 'Artemis', 'Hephaestus', 'Ares', 'Circe']","['Alternate Universe - College/University', 'Alternate Universe - 1920s', 'Alternate Universe - Modern Setting', 'Alternate Universe - Historical', 'Alternate Universe - 1980s', 'Alternate Universe - Canon Divergence']",English,2015-03-07,Completed,2016-06-19,1443,2.0,170.0,14.0,3598,,0.0,,-0.05555555555555555,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Kerberos | Cerberus (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', ""it's summer and the kids are missing each other"", 'cerberus is a tiny puppy', 'Phone Calls & Telephones', 'Fluff and Angst', ""though it's no heavy angst dw""]",English,2016-06-04,Completed,2016-06-04,1382,11.0,280.0,34.0,2804,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['my small greek children', 'meadows and painting ensue', 'nothing too crazy', 'Alternate Universe - Modern Setting']",English,2016-05-29,Completed,2016-05-29,1073,3.0,151.0,2.0,2424,,0.5,,0.0,,
General Audiences,['F/M'],"['Percy Jackson and the Olympians - Rick Riordan', 'The Heroes of Olympus - Rick Riordan', 'Greek and Roman Mythology']",['Hades/Persephone'],"['Hades', 'Persephone']","['Poetry', 'Romance']",English,2016-05-10,Completed,2016-05-10,339,4.0,9.0,,162,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Fluffy', 'Pregnancy', 'Dogs']",English,2016-04-30,Completed,2016-04-30,695,3.0,212.0,12.0,3358,0.3103448275862069,,,,-0.3793103448275862,
General Audiences,"['F/M', 'Multi']",['Greek and Roman Mythology'],"['Hades/Persephone', 'Underworld Family', 'Hypnos/Pasithea']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Upnos | Hypnos (Hellenistic Religion & Lore)', 'Pasithea | Pasithea (Hellenistic Religion & Lore)']","['ties to the illiad', 'mythology reimagining']",English,2016-04-26,Completed,2016-04-26,1565,1.0,38.0,1.0,794,,,,,,
General Audiences,"['F/M', 'Multi']",['Greek and Roman Mythology'],"['Hades/Persephone/Helios', 'Hades/Persefone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Elios | Eelios | Helios (Hellenistic Religion & Lore)']",[''],English,2016-04-13,Completed,2016-04-13,892,2.0,35.0,5.0,1114,,,,,,
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Dionusos | Dionysus (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","['Friendship', 'Omens & Portents', 'Foreshadowing', 'more like relationship foreshadowing', 'no real pairing action here', 'Fluff and Angst', 'unabashed use', 'of neruda poems', 'i just really like Pablo Neruda']",English,2016-04-08,Completed,2016-04-08,879,,46.0,2.0,652,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",['revisionist myth'],English,2016-02-08,Completed,2016-02-08,594,7.0,249.0,27.0,3626,,0.0,,0.2,,
Not Rated,['F/M'],"['Hellenistic Religion & Lore', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']",[''],English,2016-01-06,Completed,2016-01-06,918,2.0,57.0,5.0,1389,,,,,,
Not Rated,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']","['Hades/Persephone', 'Orpheus/Eurydice']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Orpheus | Orpheus (Hellenistic Religion & Lore)', 'Eurudike | Eurydike | Eurydice (Hellenistic Religion & Lore)']",['Death'],English,2015-12-26,Completed,2015-12-26,1575,,86.0,6.0,1672,0.125,0.41025641025641024,0.28525641025641024,0.0,0.15625,-0.15625
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone | Persephone (Hellenistic Religion & Lore)'],[''],English,2015-12-02,Completed,2015-12-02,833,6.0,45.0,5.0,992,,,,,,
General Audiences,['F/M'],['Hellenistic Religion & Lore'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone | Persephone (Hellenistic Religion & Lore)'],"['Character Study', 'Trick or Treat - extra treat']",English,2015-10-31,Completed,2015-10-31,563,3.0,40.0,2.0,1078,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persefone', 'Hades/Persephone', 'Pluto/Proserpina']",[''],[''],English,2015-10-21,Completed,2015-10-21,587,5.0,36.0,4.0,777,,,,,,
Teen And Up Audiences,['F/F'],['Greek and Roman Mythology'],"['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter & Persephone']","['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Zeus | Zeus (Hellenistic Religion & Lore)']","[""this is the first thing i've posted here"", ""I hope it's okay"", ""It's really short""]",English,2015-10-16,Completed,2015-10-16,877,3.0,133.0,13.0,1382,,0.375,,-0.0625,,
Teen And Up Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']",[''],English,2015-10-09,Completed,2015-10-09,285,,32.0,5.0,809,,0.3333333333333333,,-0.3333333333333333,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Poetry', 'poem', 'silly little poem i did', 'through times']",English,2015-09-19,Completed,2015-09-19,293,7.0,48.0,8.0,1350,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Ermes | Hermes (Hellenistic Religion & Lore)']",[''],English,2015-09-13,Completed,2015-09-13,1384,4.0,187.0,21.0,2220,,1.0,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']","['Modern AU', 'Older Man/Younger Woman', 'Friends to Lovers']",English,2015-08-31,Completed,2015-08-31,1581,28.0,274.0,46.0,3973,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Kerberos | Cerberus (Hellenistic Religion & Lore)']","['Modern Era', 'Dorks in Love', 'Fluff', 'absolutely disgusting hipster filled fluff']",English,2015-08-03,Completed,2015-08-03,993,31.0,631.0,106.0,6335,0.2608695652173913,,,,0.0,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Morpheus | Morpheus (Hellenistic Religion & Lore)']","['The Underworld (Hades)', 'Dreams', 'A Pomegranate Tree', 'Greek Mythology - Freeform', 'Fluff']",English,2015-07-31,Completed,2015-07-31,1059,5.0,122.0,11.0,1967,,0.0,,-1.0,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","[""i don't know how to tag things"", ""I've never done this before"", 'Help']",English,2015-06-18,Completed,2015-06-18,1787,23.0,934.0,205.0,8294,,,,,,
General Audiences,['F/M'],"['Greek - Fandom', 'Greek Mythology', 'Mythology', 'mythos - Fandom', 'Persephone - Fandom', 'Apollo - Fandom', 'hades - Fandom', 'Romance - Fandom']","['Persephone/Apollo', 'Hades/Persefone', 'Hades/Persephone', 'Persephone/Hades', 'Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)']","['Apollo', 'Persephone', 'Hades', 'Ades | Hades (Hellenistic Religion & Lore)']",[''],English,2015-06-15,Completed,2015-06-15,833,,61.0,7.0,1018,,,,,,
General Audiences,[''],['Greek and Roman Mythology'],"['Persephone/Hades', 'Demeter & Persephone']",['Persephone | Persephone (Hellenistic Religion & Lore)'],['Alternate Universe - Modern Setting'],English,2015-06-11,Completed,2015-06-11,822,5.0,205.0,25.0,4201,0.16,,,,0.08,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Pomegranates', 'Short One Shot']",English,2015-05-24,Completed,2015-05-24,428,3.0,164.0,17.0,2562,,,,,,
General Audiences,['F/F'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","['Femslash', 'Alternate Universe - Gender Changes', 'Alternate Universe', 'hades and persephone femslash', 'Alternate Universe - Cyberpunk']",English,2015-04-20,Completed,2015-04-20,1428,2.0,46.0,10.0,828,,,,,,
General Audiences,"['F/M', 'M/M']","['Greek and Roman Mythology', 'Hellenistic Religion & Lore']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Achilles/Patroclus']","['Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Akhilleu | Achilles (Hellenistic Religion & Lore)', 'Patroklos | Patroklos | Patroclus (Hellenistic Religion & Lore)']","['Books', 'Imagination', 'Teenage Rebellion', 'Angst', 'Romance', 'Friendship']",English,2015-03-28,Completed,2015-03-28,811,2.0,76.0,8.0,1798,0.16129032258064516,,,,0.0,
Teen And Up Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],"['Hera/Zeus', 'Zeus/Everything', 'Hades/Persephone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Zeus | Zeus (Hellenistic Religion & Lore)', 'Ere | Hera (Hellenistic Religion & Lore)', 'Ermes | Hermes (Hellenistic Religion & Lore)']","['Family', 'Marriage', 'Infidelity', 'Family Drama', 'Avoiding Family Drama', 'Relationships gone wrong', 'Modern Era']",English,2015-02-22,Completed,2015-02-22,1356,25.0,971.0,185.0,7927,,,,,,
Teen And Up Audiences,['F/M'],"['Goddess Girls', 'Greek and Roman Mythology']","['Hades/Persphone', 'Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)']","['Hades', 'Persphone', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Goddess Girls - Freeform', 'Hades and Persphone', 'Fluff', 'Moving In Together', 'Hasephone']",English,2015-02-22,Completed,2015-02-22,574,8.0,100.0,11.0,1848,0.6153846153846154,0.5,-0.11538461538461542,0.0,0.0,0.0
Teen And Up Audiences,['F/M'],['Greek Mythology'],"['Pre-Hades/Persephone', 'mentions of Zeus/Demeter', 'zeus/persephone']","['Persephone', 'Hecate', 'Hades (Mentioned)', 'Demeter (mentioned)', 'Zeus (mentioned)', 'Thanatos (mentioned)']","['Implied Incest', 'Angst (Kind of)']",English,2015-02-21,Completed,2015-02-21,443,3.0,42.0,2.0,1732,0.3157894736842105,0.0,-0.3157894736842105,0.0,-0.10526315789473684,0.10526315789473684
Not Rated,['Gen'],"['Greek and Roman Mythology', 'Greek Tragedy', 'hades - Fandom', 'Pluto - Fandom']",['Hades/Persephone'],"['Hades/Pluto', 'Hades', 'Pluto']","['Hades is sad', 'give him a hug to make him happy', 'poor Hades', 'you have a horrible family', ""C'mere"", 'I shall hug you', 'and never let you go', 'Poor poor Hades', ""They're so mean to you"", 'I Love You', 'shhhhhhh', ""It's Okay""]",English,2015-01-10,Completed,2015-01-10,987,6.0,120.0,15.0,1731,,,,,,
Teen And Up Audiences,['F/M'],"['Greek and Roman Mythology', 'Mythology', 'Greek - Fandom']",['Persephone/Hades'],"['Hades', 'Persephone']",['AU'],English,2015-01-04,Completed,2015-01-04,1690,5.0,44.0,7.0,1007,,,,,,
Teen And Up Audiences,['F/M'],"['Hadestown (Musical)', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone (Hadestown)'],"['Alternate Universe - Modern Setting', 'Alternate Universe - Race Changes', 'Alternate Universe - Human']",English,2014-12-23,Completed,2014-12-23,888,12.0,33.0,5.0,1021,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Let me see if I can figure out tags', 'Persephone pov', 'Extremely mild rape scene', ""It's only two sentences and just implies"", 'Beauty and Beast influences', ""I didn't plan for that it just happened"", 'Getting to Know Each Other', 'Getting to Love Each Other', 'Might seem a little like stockholm syndrome', ""Okay I'm further in it's definitely like stockholm syndrome"", ""Didn't edit""]",English,2014-12-08,Completed,2014-12-08,1304,7.0,264.0,29.0,5404,0.2,0.13636363636363635,-0.06363636363636366,-0.22727272727272727,0.09090909090909091,-0.3181818181818182
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persefone', 'Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Fluff', 'tattoo parlor', 'AU']",English,2014-12-05,Completed,2014-12-05,624,6.0,158.0,12.0,2571,0.375,0.25,-0.125,-0.20833333333333334,0.1875,-0.39583333333333337
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Minthe']","['Prompt Fic', 'fidelity', 'Infidelity', 'Honor', 'Marriage', 'Trust', 'Oaths & Vows']",English,2014-11-11,Completed,2014-11-11,760,40.0,612.0,125.0,5731,,,,,,
Mature,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",[''],English,2014-11-05,Completed,2014-11-05,817,3.0,380.0,51.0,5562,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persefone', 'Pluto/Proserpina', 'Hades/Persephone']",[''],[''],English,2014-10-16,Completed,2014-10-16,1106,9.0,64.0,5.0,1356,,,,,,
General Audiences,['Gen'],['Greek Mythology'],"['Hades/Persephone', 'Demeter & Persephone']","['Persephone', 'Zeus', 'Aphrodite', 'Athena', 'Hera', 'Hades', 'Demeter']","['6 Word Stories', 'Humor', 'Fluff', 'Established Relationship', 'Squabbling']",English,2014-10-06,Completed,2014-10-06,38,,22.0,1.0,1222,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Ekate | Hecate (Hellenistic Religion & Lore)', 'Thanatos | Thanatos (Hellenistic Religion & Lore)', 'Eurudike | Eurydice (Hellenistic Religion & Lore)', 'Orpheus (Greek and Roman Mythology)', 'Atlas', 'Kharon | Charon (Hellenistic Religion & Lore)']",['Oneshot'],English,2014-10-02,Completed,2014-10-02,1065,,112.0,17.0,1708,,,,,,
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Drabble', 'Incidental mentions of marriage', 'Introspection']",English,2014-09-03,Completed,2014-09-03,584,1.0,77.0,10.0,1408,,,,,,
Not Rated,[''],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']",['Poetry'],English,2014-09-01,Completed,2014-09-01,433,1.0,31.0,5.0,548,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']",['Modern Era'],English,2014-08-25,Completed,2014-08-25,304,,110.0,15.0,1745,0.38461538461538464,0.0,-0.38461538461538464,-0.2,-0.07692307692307693,-0.12307692307692308
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']",[''],English,2014-07-30,Completed,2014-07-30,359,1.0,77.0,1.0,1416,0.0,,,,-0.375,
Not Rated,['F/M'],"['Hellenistic Religion & Lore', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone | Persephone (Hellenistic Religion & Lore)'],[''],English,2014-06-25,Completed,2014-06-25,245,,95.0,6.0,2243,0.625,,,,0.0,
General Audiences,['F/M'],"['Hellenistic Religion & Lore', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Ades | Hades (Hellenistic Religion & Lore)'],[''],English,2014-06-25,Completed,2014-06-25,403,3.0,137.0,9.0,2755,,-0.07692307692307693,,-0.15384615384615385,,
General Audiences,['F/M'],"['The Dresden Files - Jim Butcher', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Just a bit of silly', 'Skin Game spoilers!!']",English,2014-06-19,Completed,2014-06-19,450,4.0,100.0,7.0,2059,,,,,,
General Audiences,['F/M'],"['Hellenistic Religion & Lore', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone | Persephone (Hellenistic Religion & Lore)'],[''],English,2014-06-19,Completed,2014-06-19,259,3.0,160.0,10.0,3159,-0.3076923076923077,0.0,0.3076923076923077,0.0,-0.07692307692307693,0.07692307692307693
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']",[''],English,2014-05-09,Completed,2014-05-09,661,1.0,247.0,24.0,3210,,0.19230769230769232,,-0.07692307692307693,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']",[''],English,2014-05-09,Completed,2014-05-09,1321,,97.0,11.0,1329,,,,,,
