rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
Teen And Up Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hermes & Orpheus (Hadestown)', 'Orpheus & Persephone (Hadestown)', 'Hades & Orpheus (Hadestown)']","['Hades (Hadestown)', 'Persephone (Hadestown)', 'Hermes (Hadestown)', 'Orpheus (Hadestown)', 'Hestia (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']","['Family Fluff', 'Hymn makes a small cameo', ""I've been building up to this for months in my head"", 'No Angst', 'just fluff', 'Tooth-Rotting Fluff']",English,2020-09-22,Completed,2020-09-22,930,1.0,46.0,1.0,556,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)']","['Poetry', 'Legends', 'Revisionist Fairy Tale', 'setting the record straight', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'BAMF Persephone (Ancient Greek Religion & Lore)']",English,2020-09-08,Completed,2020-09-08,443,10.0,137.0,30.0,1058,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone'],"['Hades', 'Persephone', 'Helen of Troy']","['Songfic', 'Non-Graphic Violence']",English,2020-08-10,Completed,2020-08-10,367,7.0,22.0,3.0,195,,,,,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'Strong Female Characters', 'Rewrite', 'Implied Sexual Content', 'Ancient Greece']",English,2020-08-06,Completed,2020-08-06,857,4.0,110.0,13.0,1553,,,,,,
Not Rated,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Zagreus (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Lore Olympus)', 'Persephone (Lore Olympus)', 'Melinoe (Ancient Greek Religion & Lore)', 'Makaria (Ancient Greek Religion & Lore)']","['Inspired by Avatar: The Last Airbender', 'Alternate Universe - Canon Divergence', 'Alternate Universe - Future', 'Angst', 'Angst and Tragedy', 'Post-Canon']",English,2020-07-29,Completed,2020-07-29,507,10.0,74.0,8.0,1225,,,,,,
Teen And Up Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Orpheus & Persephone (Hadestown)']","['Hades (Hadestown)', 'Hermes (Hadestown)', 'Orpheus (Hadestown)', 'Persephone (Hadestown)', 'Demeter (Ancient Greek Religion & Lore)']","['Hades just mentioned', 'Orpheus is confused', 'and cute', 'and just want everyone to get along', 'Persephone stands up for her and her man', 'Demeter means well...in her mind', 'Some angst']",English,2020-07-23,Completed,2020-07-23,920,,62.0,1.0,683,0.18518518518518517,,,,-0.07407407407407407,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Original Female Character(s)']","['Crack', 'this is just several hundred words of total nonsense', 'based on a tumblr prompt from 4 years ago', 'present day me cannot be held responsible for this']",English,2020-07-19,Completed,2020-07-19,1250,19.0,184.0,23.0,825,0.3333333333333333,0.16666666666666666,-0.16666666666666666,-0.041666666666666664,-0.3333333333333333,0.29166666666666663
General Audiences,['F/M'],"['Hellenistic Religion & Lore', 'Ancient Greek Religion & Lore', 'Ancient Roman Religion & Lore', 'Percy Jackson and the Olympians - Rick Riordan', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']",['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Persephone (Percy Jackson)', 'Hades (Ancient Greek Religion & Lore)', 'Hades (Percy Jackson)']",[''],English,2020-07-16,Completed,2020-07-16,359,,22.0,,398,,,,,,
Teen And Up Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hermes & Orpheus (Hadestown)']","['Hades (Hadestown)', 'Persephone (Hadestown)', 'Orpheus (Hadestown)', 'Hermes (Hadestown)', 'The Fates (Hadestown)']","['marriage issues', 'Married Fighting', 'No Hermes for a marriage therapist this time though', 'Look they have issues', 'Their working on them', 'Kid Orpheus', 'I always deliver a hopeful ending', 'Angst', 'Happy Ending', 'Kinda', 'Their working on it']",English,2020-07-10,Completed,2020-07-10,1178,,52.0,,652,0.21052631578947367,0.041666666666666664,-0.16885964912280702,0.0,0.05263157894736842,-0.05263157894736842
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Fluff', 'Mild Sexual Content', 'Implied Sexual Content', 'Fade to Black', 'Modern Era']",English,2020-07-04,Completed,2020-07-04,1230,5.0,99.0,8.0,1459,0.21052631578947367,,,,0.10526315789473684,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Sisyphus (Ancient Greek Religion & Lore)']",[''],English,2020-06-29,Completed,2020-06-29,1754,,26.0,2.0,377,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Makaria (Ancient Greek Religion & Lore)']",['Childbirth'],English,2020-06-15,Completed,2020-06-15,434,3.0,66.0,6.0,1065,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone', 'Eurydice wife of Orpheus/Orpheus (Ancient Greek Religion & Lore)', 'Eurydice/Orpheus']","['Hades', 'Persephone', 'Orpheus', 'Eurydice', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Orpheus (Ancient Greek Religion & Lore)', 'Eurydice wife of Orpheus (Ancient Greek Religion & Lore)']","['Inspired by Orpheus and Eurydice (Ancient Greek Religion & Lore)', 'Male Persephone (Ancient Greek Religion & Lore)', 'Female Hades (Ancient Greek Religion & Lore)', 'Angst', 'Cross-Posted on Wattpad', 'Genderbending', 'Gender or Sex Swap', 'genderbent', 'References to Hadestown', 'References to Ancient Greek Religion & Lore', 'Sad Ending', 'Female Hades/Male Persephone (Ancient Greek Religion & Lore)', 'Rule 63']",English,2020-06-04,Completed,2020-06-04,691,10.0,64.0,5.0,1209,,0.8333333333333334,,0.16666666666666666,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']",[''],English,2020-06-03,Completed,2020-06-03,429,3.0,79.0,3.0,850,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],[''],[''],English,2020-05-27,Completed,2020-05-27,311,3.0,41.0,6.0,512,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Fanart', 'Art', 'Digital Art']",English,2020-05-20,Completed,2020-05-20,0,1.0,19.0,1.0,821,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']",[''],English,2020-05-13,Completed,2020-05-13,614,2.0,52.0,5.0,1019,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Cerberus & Persephone (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Cerberus (Ancient Greek Religion & Lore)']","['Community: comment_fic', 'Cerberus is a good boy']",English,2020-05-08,Completed,2020-05-08,396,5.0,103.0,10.0,880,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Thanatos (Ancient Greek Religion & Lore)']","['Podfic', 'Podfic & Podficced Works', 'Podfic Length: 20-30 Minutes']",English,2020-05-07,Completed,2020-05-07,36,13.0,5.0,2.0,280,,,,,,
Mature,[''],"['Arthurian Mythology', 'Ancient Greek Religion & Lore', 'Cinderella (Fairy Tale)']","[""Cinderella's Mother (Cinderella - Fairy Tale)/Stepmother (Cinderella - Fairy Tale)"", 'Odysseus/Penelope (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Arthur Pendragon', 'Mordred (Arthurian)']",['Female Hades (Ancient Greek Religion & Lore)'],English,2020-05-05,Completed,2020-05-05,369,,8.0,1.0,185,,,,,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']","['Hades/Persephone (Hadestown)', 'Orpheus & Persephone (Hadestown)']","['Persephone (Ancient Greek Religion & Lore)', 'Orpheus (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Heartbreak', 'Angst with a Happy Ending', 'Kinda', 'heavily inspired by Hadestown Musical', 'like real hard', 'I kept listening to epic III in repeat for this', 'lovestory', 'Love between gods', 'if you squint real hard mentions of abuse', 'happy end', 'sad end', 'depending on the view', 'loving love', 'red carnations']",English,2020-04-27,Completed,2020-04-27,952,,17.0,,206,,,,,,
Teen And Up Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Orpheus & Persephone (Hadestown)']","['Hades (Hadestown)', 'Persephone (Hadestown)', 'Apollo (Ancient Greek Religion & Lore)', 'Hermes (Hadestown)', 'Orpheus (Hadestown)']","['Mount Olympus (Ancient Greek Religion & Lore)', 'Persephone is thirsty for her husband', ""She's a schemer"", 'Ripping into Apollo', 'Hades defends his family', 'Hades is thirsty for his wife', 'Cute Kid Orpheus']",English,2020-04-23,Completed,2020-04-23,1517,2.0,59.0,1.0,874,,0.2,,0.0,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Harvest Festival', 'Food']",English,2020-04-19,Completed,2020-04-19,666,10.0,48.0,1.0,535,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Blackberries', 'Character Tries A New Food For The First Time', 'Mortal Food is Surprisingly Edible']",English,2020-04-19,Completed,2020-04-19,370,13.0,94.0,7.0,677,0.6666666666666666,0.0,-0.6666666666666666,-0.47058823529411764,0.5,-0.9705882352941176
Teen And Up Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hermes & Persephone (Hadestown)', 'Orpheus & Persephone (Hadestown)', 'Hades/Persephone (Hadestown)']","['Persephone (Hadestown)', 'Hermes (Hadestown)', 'Orpheus (Hadestown)', 'Hades (Hadestown)']","['Language', ""We get Persephone's side of the story"", 'How does she feel about everything?', 'Orpheus is a cute kid', 'he has no filter', 'Hermes starts to plan', 'Angst', 'Drinking', 'Memories']",English,2020-03-25,Completed,2020-03-25,886,,54.0,,582,,,,,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Tenderness', 'Luxury', 'Implied Sexual Content']",English,2020-03-23,Completed,2020-03-23,387,4.0,102.0,9.0,1502,,,,,,
Explicit,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']",[''],English,2020-03-22,Completed,2020-03-22,858,4.0,73.0,7.0,1603,,,,,,
General Audiences,"['F/M', 'M/M']","['Teen Wolf (TV)', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types', 'Ancient Greek Religion & Lore']","['Claudia Stilinski/Sheriff Stilinski', 'Derek Hale/Stiles Stilinski', 'Hades/Persephone']","['Sheriff Stilinski', 'Claudia Stilinski', 'Stiles Stilinski', 'Hades (Percy Jackson)', 'Persephone (Percy Jackson)', 'Derek Hale']","[""Sheriff Stilinski's Name is John"", 'Demigod Stiles Stilinski', 'Claudia Stilinski is Persephone', 'mentions of Jasico and Frank/Hazel']",English,2020-03-14,Completed,2020-03-14,1292,12.0,430.0,43.0,3254,0.225,0.0,-0.225,1.0,0.025,0.975
Teen And Up Audiences,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone (Ancient Greek Religion & Lore)']",[''],[''],English,2020-03-08,Completed,2020-03-08,100,2.0,63.0,2.0,984,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Reunions', 'Fluff', 'Romance']",English,2020-03-05,Completed,2020-03-05,1663,3.0,79.0,12.0,1416,0.1267605633802817,,,,-0.11267605633802817,
General Audiences,['F/M'],"['Ancient Greek Religion & Lore', 'Hymn to Demeter - Homer']",['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']",[''],English,2020-03-04,Completed,2020-03-04,308,3.0,42.0,5.0,464,,,,,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Pomegranates', 'hinted femdom', 'hinted cunnilingus', 'Mythology - Freeform', 'Blood Metaphors', 'hinted menstrual sex']",English,2020-03-04,Completed,2020-03-04,411,2.0,56.0,4.0,1033,,,,,,
General Audiences,"['F/F', 'F/M']",['Ancient Greek Religion & Lore'],"['Cassandra/Helen of Troy (Ancient Greek Religion & Lore)', 'Eros/Psyche (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Cassandra (Ancient Greek Religion & Lore)', 'Helen of Troy (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Psyche (Ancient Greek Religion & Lore)', 'Eros (Ancient Greek Religion & Lore)']","['3 Sentence Ficathon', '3 Sentence Fiction']",English,2020-03-03,Completed,2020-03-03,216,2.0,40.0,5.0,535,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Persephone (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']","['Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Self-Indulgent', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'Fluff and Angst', 'Forbidden Love', 'Declarations Of Love']",English,2020-02-29,Completed,2020-02-29,1462,11.0,154.0,16.0,1780,0.07142857142857142,,,,-0.18571428571428572,
General Audiences,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone']","['Hades (Lore Olympus)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Lore Olympus)', 'Persephone (Ancient Greek Religion & Lore)']","['Drabble', 'No Plot/Plotless', 'Fluff', 'Domestic Fluff', 'Slice of Life']",English,2020-02-23,Completed,2020-02-23,313,14.0,163.0,6.0,1711,,0.0,,-0.16666666666666666,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Pre Hades/Persephone']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Pre-Relationship', 'Pining', 'Inaccurate Ancient Greek Religion & Lore', 'Short & Sweet']",English,2020-02-23,Completed,2020-02-23,259,,63.0,6.0,943,,,,,,
General Audiences,[''],['Ancient Greek Religion & Lore'],"['Demeter & Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Demeter (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Hera (Ancient Greek Religion & Lore)']",['Implied/Referenced Abuse'],English,2020-02-18,Completed,2020-02-18,801,,24.0,1.0,845,0.09523809523809523,,,,-0.47619047619047616,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Ferris Wheels', 'Fluff']",English,2020-02-15,Completed,2020-02-15,509,23.0,133.0,16.0,854,,,,,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Orpheus & Persephone (Hadestown)']","['Persephone (Hadestown)', 'Hades (Hadestown)', 'Hermes (Hadestown)', 'Orpheus (Hadestown)', 'Hecate (Ancient Greek Religion & Lore)']","['Cute Kid Orpheus', 'Persephone showing off', 'the Underworld take two', 'Hermes tries...so hard', 'Zeus mentioned', 'Look the kid has no filter ok', ""He doesn't in the show either"", 'Tooth-Rotting Fluff', 'Fluff and Humor']",English,2020-02-06,Completed,2020-02-06,687,2.0,62.0,2.0,661,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Poetry', 'Free Verse', 'Mythology - Freeform', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Retelling', 'Underworld', 'Gods', 'Goddesses']",English,2020-02-06,Completed,2020-02-06,245,,15.0,2.0,554,,,,,,
Not Rated,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Kore']","['Hanahaki Disease', 'myths']",English,2020-02-02,Completed,2020-02-02,958,6.0,43.0,7.0,603,,,,,,
